ID,NOMBRE_INSTALACION,REGION,COMUNA,ESTADO_INSTALACION,LATITUD,LONGITUD,DIST_RIO_M,DIST_ZONA_HAB_50P_KM2_M,RIO_1KM,RIO_5KM,HAB_1KM,HAB_5KM
0001-1N,PAMPA PABELLON,Tarapacá,Pica,ACTIVO,-20.9432343041405,-68.6040141830991,107.2,1263.3,1,1,0,1
0002-1N,DEPOSITO NORTE,Tarapacá,Pozo Almonte,ABANDONADO,-20.6091158572018,-69.6901635205178,2160.6,12509.9,0,1,0,0
0003-1N,RELAVE 1,Tarapacá,Pica,INACTIVO,-21.064578072119,-68.8780054368971,1582.6,9460.1,0,1,0,0
0004-1N,RELAVE 3,Tarapacá,Pica,ELIMINADO,-21.06454608686,-68.8778617597567,1593.0,9446.1,0,1,0,0
0005-1N,RELAVE 2,Tarapacá,Pica,ELIMINADO,-21.0645726797282,-68.8776186790103,1603.1,9427.7,0,1,0,0
0006-2N,PUNTA MORADO,Antofagasta,Taltal,INACTIVO,-25.3880207554353,-70.456289970482,816.7,1830.5,1,1,0,1
0007-2N,EMBALSE DE RELAVE,Antofagasta,Taltal,INACTIVO,-25.3891371440616,-70.454357453,756.0,1948.4,1,1,0,1
0008-2N,JOSE MORENO 1,Antofagasta,Taltal,INACTIVO,-25.3959272729261,-70.4756416526854,1185.2,359.6,0,1,1,1
0009-3N,TRANQUE DE RELAVE 3,Atacama,Copiapó,ACTIVO,-27.4025264242647,-70.2533675581345,696.7,304.5,1,1,1,1
0010-3N,RELAVES FILTRADOS,Atacama,Copiapó,EN CONSTRUCCION,-27.4048040323136,-70.2616112849746,118.1,212.7,1,1,1,1
0011-3N,TRANQUE DE RELAVE 3,Atacama,Vallenar,INACTIVO,-28.5649932542488,-70.7348373439102,12.4,446.2,1,1,1,1
0012-3N,TRANQUE DE RELAVE 1,Atacama,Copiapó,INACTIVO,-27.4087945395296,-70.2528341388443,749.3,522.3,1,1,1,1
0013-3N,TRANQUE DE RELAVE 2,Atacama,Copiapó,INACTIVO,-27.411220931169,-70.254272630916,613.6,218.9,1,1,1,1
0014-3N,EL SALADO,Atacama,Chañaral,INACTIVO,-26.4155607448902,-70.3335714031204,352.6,1306.7,1,1,0,1
0015-3N,TRANQUE 2,Atacama,Vallenar,INACTIVO,-28.5620393768674,-70.7426187045503,36.0,390.5,1,1,1,1
0016-3N,TRANQUE 1,Atacama,Vallenar,INACTIVO,-28.5634449900394,-70.7390375213979,123.4,64.9,1,1,1,1
0017-3N,DRE VALLENAR,Atacama,Vallenar,ACTIVO,-28.557408667801,-70.7430897736269,338.8,500.1,1,1,1,1
0018-4N,DELTA,Coquimbo,Ovalle,ACTIVO,-30.5086340978076,-71.2281215817986,536.7,1486.8,1,1,0,1
0019-4N,TRANQUE 1,Coquimbo,Ovalle,ABANDONADO,-30.5491466292603,-71.1756352784443,324.7,467.5,1,1,1,1
0020-4N,TRANQUE 2,Coquimbo,Ovalle,ABANDONADO,-30.5513500877944,-71.1776027377732,95.1,447.8,1,1,1,1
0021-4N,EMBALSE DE RELAVES,Coquimbo,Ovalle,INACTIVO,-30.5538763894439,-71.1789933839785,8.5,157.2,1,1,1,1
0022-1N,QB2,Tarapacá,Pica,ACTIVO,-21.0544468815943,-68.8477316149146,19.2,6357.2,1,1,0,0
0023-4N,HIPOGENO,Coquimbo,Andacollo,ACTIVO,-30.2713358511332,-71.1057546795926,2453.8,833.8,0,1,1,1
0024-2N,TRANQUE DE RELAVE,Antofagasta,Antofagasta,INACTIVO,-23.4427070363854,-70.0457447180925,611.0,414.9,1,1,1,1
0025-2N,MANTOS BLANCO,Antofagasta,Antofagasta,ACTIVO,-23.444445779165,-70.0562632338097,383.8,217.4,1,1,1,1
0026-2N,DEPOSITO RELAVES FINOS,Antofagasta,Antofagasta,ACTIVO,-23.4334328769137,-70.0920186516386,1453.6,541.0,0,1,1,1
0027-3N,MANTOVERDE,Atacama,Chañaral,EN CONSTRUCCION,-26.5630621960691,-70.3638079565349,1214.0,2495.1,0,1,0,1
0028-2N,DEPÓSITO TUINA,Antofagasta,Calama,ACTIVO,-22.5393639553742,-68.4353064453163,2545.7,30497.3,0,1,0,0
0029-2N,EMBALSE DE RELAVE,Antofagasta,Antofagasta,INACTIVO,-24.3406975474084,-69.068091470677,2214.0,508.4,0,1,1,1
0030-2N,LAGUNA SECA,Antofagasta,Antofagasta,ACTIVO,-24.4185679353818,-69.1206554235284,128.8,2658.8,1,1,0,1
0031-2N,HAMBURGO,Antofagasta,Antofagasta,INACTIVO,-24.2963387488379,-69.0501899792401,286.2,315.4,1,1,1,1
0032-2N,RELAVE FILTRADO,Antofagasta,Antofagasta,INACTIVO,-24.3582189792702,-69.0853152908185,644.2,531.9,1,1,1,1
0033-2N,TRANQUE 1,Antofagasta,Sierra Gorda,ABANDONADO,-22.808002852194,-69.3910634225071,3249.9,,0,1,0,0
0034-2N,TRANQUE 4,Antofagasta,Sierra Gorda,ABANDONADO,-22.8101188546339,-69.3955557327124,3263.3,,0,1,0,0
0035-2N,DEPOSITO 5,Antofagasta,Sierra Gorda,ACTIVO,-22.8109609908827,-69.3972747661922,3185.5,,0,1,0,0
0036-2N,TRANQUE 2,Antofagasta,Sierra Gorda,ABANDONADO,-22.8104386696904,-69.3919074588377,3069.0,,0,1,0,0
0037-2N,TRANQUE 3,Antofagasta,Sierra Gorda,ABANDONADO,-22.8082186996571,-69.3961868819076,3477.1,,0,1,0,0
0038-2N,EMBALSE DE RELAVES 3A,Antofagasta,Antofagasta,ACTIVO,-24.1746323778791,-69.0387995339729,1938.7,374.1,0,1,1,1
0039-2N,EMBALSE DE RELAVES,Antofagasta,Antofagasta,ACTIVO,-23.8062898401222,-70.3451191123434,3110.0,1667.1,0,1,0,1
0040-2N,EL PEÑON,Antofagasta,Antofagasta,INACTIVO,-24.4163623328326,-69.4900735081056,453.1,404.0,1,1,1,1
0041-2N, AMPLIACION EL PEÑON ,Antofagasta,Antofagasta,ACTIVO,-24.4118775602038,-69.4886212824282,896.7,115.6,1,1,1,1
0042-2N,LOS PIMIENTOS 1,Antofagasta,Taltal,ABANDONADO,-25.4186004809703,-70.0020324943648,17.3,,1,1,0,0
0043-2N,LOS PIMIENTOS 3,Antofagasta,Taltal,ABANDONADO,-25.4189715914662,-70.0019436752252,6.1,,1,1,0,0
0044-2N,LOS PIMIENTOS 2,Antofagasta,Taltal,ABANDONADO,-25.419235313393,-70.0015285620495,5.2,,1,1,0,0
0045-2N,LOS PIMIENTOS 4,Antofagasta,Taltal,ABANDONADO,-25.418633555113,-70.0025127155805,12.9,,1,1,0,0
0046-2N,TRANQUE 3,Antofagasta,Taltal,ACTIVO,-25.0987091816634,-70.4904402222554,2798.4,12542.8,0,1,0,0
0047-2N,TRANQUE 2,Antofagasta,Taltal,INACTIVO,-25.0991732366542,-70.499607892322,3446.8,12822.2,0,1,0,0
0048-2N,TRANQUE 1,Antofagasta,Taltal,INACTIVO,-25.1071325511244,-70.5011014550357,2984.6,13709.4,0,1,0,0
0049-2N,LAS LUCES 2,Antofagasta,Taltal,INACTIVO,-25.6658799288142,-70.5834103028418,994.5,29281.6,1,1,0,0
0050-2N,LAS LUCES 1,Antofagasta,Taltal,INACTIVO,-25.6612625405498,-70.5899989953844,1144.7,29000.2,0,1,0,0
0051-2N,LAS LUCES 3,Antofagasta,Taltal,ACTIVO,-25.6735741694636,-70.5717576600658,174.6,29779.8,1,1,0,0
0052-2N,SOLEDAD I,Antofagasta,Taltal,INACTIVO,-25.1134108337315,-69.5487864218543,158.3,,1,1,0,0
0053-2N,SOLEDAD II,Antofagasta,Taltal,INACTIVO,-25.1141660856409,-69.5477831608088,289.2,,1,1,0,0
0054-2N,TRANQUE 1,Antofagasta,Taltal,INACTIVO,-25.1134164982049,-69.5463838418416,337.6,,1,1,0,0
0055-2N,TRANQUE 2,Antofagasta,Taltal,INACTIVO,-25.1132654719202,-69.546838175612,292.5,,1,1,0,0
0056-2N,ESPERANZA,Antofagasta,Sierra Gorda,ACTIVO,-22.9899940026594,-69.1231342248811,47.2,,1,1,0,0
0057-2N,TALABRE,Antofagasta,Calama,ACTIVO,-22.3794584265059,-68.762965254895,595.5,6354.3,1,1,0,0
0058-3N,PAMPA AUSTRAL,Atacama,Diego de Almagro,ACTIVO,-26.2507897279744,-70.0822150367529,333.1,15396.9,1,1,0,0
0059-3N,DEPOSITO RELAVES FILTRADOS 2,Atacama,Diego de Almagro,ACTIVO,-26.4268484621784,-69.4915143305803,1521.4,409.1,0,1,1,1
0060-3N,POTRERILLOS,Atacama,Diego de Almagro,ABANDONADO,-26.4396917242914,-69.4933303030957,1257.0,497.0,0,1,1,1
0061-3N,LOS AMARILLOS,Atacama,Diego de Almagro,ABANDONADO,-26.2295974162292,-69.7832532128923,182.7,14546.7,1,1,0,0
0062-3N,EL GRINGO,Atacama,Diego de Almagro,ABANDONADO,-26.2766076175546,-69.6086136269012,1714.3,1197.0,0,1,0,1
0063-3N,SALVADOR,Atacama,Diego de Almagro,ABANDONADO,-26.2786809592006,-69.6097995922981,1543.6,1273.2,0,1,0,1
0064-3N,CONVERTIDOR TENIENTE,Atacama,Diego de Almagro,INACTIVO,-26.4318699218923,-69.4796775478423,1688.4,263.4,0,1,1,1
0065-5C,LOS LEONES,Valparaíso,Los Andes,INACTIVO,-32.9822005425586,-70.2389457952966,105.1,1662.8,1,1,0,1
0066-5C,PIUQUENES,Valparaíso,Los Andes,INACTIVO,-32.9992837565276,-70.2552761798783,90.9,335.7,1,1,1,1
0067-RM,OVEJERIA,Metropolitana de Santiago,Tiltil,ACTIVO,-33.0396960303142,-70.7955457522894,167.6,5889.3,1,1,0,0
0068-6C,PISCINA EMERGENCIA,Libertador General Bernardo O'Higgins,Doñihue,INACTIVO,-34.1958251172268,-70.8536316557268,847.2,170.9,1,1,1,1
0069-6C,EMERGENCIA 2,Libertador General Bernardo O'Higgins,Requínoa,INACTIVO,-34.2309552977435,-70.6834521791212,749.5,318.0,1,1,1,1
0070-11S,TK FACHINAL,Aysén del General Carlos Ibáñez del Campo,Chile Chico,INACTIVO,-46.5499448954929,-71.9974592620872,368.1,18943.7,1,1,0,0
0071-6C,EMBALSE EMERGENCIA,Libertador General Bernardo O'Higgins,Doñihue,INACTIVO,-34.1948342612661,-70.8508387438379,719.7,379.6,1,1,1,1
0072-6C,EMERGENCIA 1,Libertador General Bernardo O'Higgins,Requínoa,INACTIVO,-34.2314711841272,-70.6808899945348,874.4,213.3,1,1,1,1
0073-RM,CAREN,Metropolitana de Santiago,Alhué,ACTIVO,-34.1127367593649,-71.1364472742824,204.2,4443.6,1,1,0,1
0074-6C,BARAHONA 2,Libertador General Bernardo O'Higgins,Machalí,INACTIVO,-34.0797109101837,-70.506519766417,2013.3,1125.9,0,1,0,1
0075-6C,MARGAS,Libertador General Bernardo O'Higgins,Machalí,INACTIVO,-34.0907229065862,-70.4060320202785,96.1,1623.2,1,1,0,1
0076-6C,ARENAS,Libertador General Bernardo O'Higgins,Machalí,INACTIVO,-34.0913742571389,-70.397116426079,198.0,860.9,1,1,1,1
0077-2N,TRANQUE DE RELAVE 2,Antofagasta,Taltal,ABANDONADO,-25.3976704812525,-70.476026933052,1026.9,426.6,0,1,1,1
0078-2N,TRANQUE DE RELAVE 1,Antofagasta,Taltal,ABANDONADO,-25.3983107831797,-70.4767475259901,925.6,433.7,1,1,1,1
0079-2N,MICHILLA,Antofagasta,Mejillones,ABANDONADO,-22.7422949785691,-70.2879104969903,863.6,1408.2,1,1,0,1
0080-2N,EMBALSE DE RELAVE,Antofagasta,Antofagasta,ABANDONADO,-23.4589559380366,-70.1314249581802,216.1,494.4,1,1,1,1
0081-2N,BORRAS DE RELAVE,Antofagasta,Antofagasta,ABANDONADO,-23.4599762230608,-70.142455129593,64.1,498.9,1,1,1,1
0082-2N,TRANQUE,Antofagasta,Sierra Gorda,ABANDONADO,-22.9305337621458,-69.3495268362961,451.6,,1,1,0,0
0083-2N,SIERRA GORDA,Antofagasta,Sierra Gorda,ACTIVO,-22.8572406614373,-69.3898485901807,1705.9,,0,1,0,0
0084-2N,GUANACO,Antofagasta,Taltal,ACTIVO,-25.0903255596,-69.5333217625311,211.4,,1,1,0,0
0085-2N,VISTA AL MAR 1,Antofagasta,Taltal,ABANDONADO,-25.3928100880925,-70.4738334575451,1551.7,419.1,0,1,1,1
0086-2N,TRANQUE DE RELAVE,Antofagasta,Taltal,ABANDONADO,-25.6398999341727,-70.3814761199965,40.3,26694.9,1,1,0,0
0087-2N,RELAVE PLANTA SOEXU,Antofagasta,Antofagasta,ABANDONADO,-23.4845235374448,-70.1780087679686,136.7,815.2,1,1,1,1
0088-2N,RELAVE CARACOLES 1-2,Antofagasta,Sierra Gorda,ABANDONADO,-22.914669067648,-69.334673771991,503.5,,1,1,0,0
0089-2N,RELAVE SIERRA GORDA 1,Antofagasta,Sierra Gorda,ABANDONADO,-22.9375151925459,-69.3439004540471,1287.1,,0,1,0,0
0090-2N,TRANQUE DE RELAVE 1-2-3,Antofagasta,Taltal,ABANDONADO,-25.3911417700826,-70.4726898158762,1761.2,568.1,0,1,1,1
0091-2N,TRANQUE,Antofagasta,Taltal,ABANDONADO,-25.4070684824556,-70.4497466107343,2282.7,2262.8,0,1,0,1
0092-2N,TRANQUE DE RELAVE,Antofagasta,Calama,ABANDONADO,-22.42323961579,-68.9856722863233,2620.4,2903.3,0,1,0,1
0093-2N,TRANQUE DE RELAVE 2,Antofagasta,Calama,ABANDONADO,-22.4243816501567,-68.9862413371768,2543.0,2823.0,0,1,0,1
0094-2N,SPENCE,Antofagasta,Sierra Gorda,ACTIVO,-22.7519207111954,-69.3167696802857,203.3,,1,1,0,0
0095-3N,EMBALSE DE RELAVES ANTIGUOS CAPOTE AURIFERO,Atacama,Freirina,ABANDONADO,-28.3155245509029,-70.9497094948941,2941.5,11883.5,0,1,0,0
0096-3N,DAY 2,Atacama,Copiapó,ACTIVO,-27.3913135640964,-70.3412626925369,303.3,450.3,1,1,1,1
0097-3N,DAY,Atacama,Copiapó,INACTIVO,-27.3937870921841,-70.3432622096846,268.4,465.6,1,1,1,1
0098-3N,DESCONOCIDO,Atacama,Copiapó,INACTIVO,-27.392045049532,-70.340439902797,188.8,486.1,1,1,1,1
0099-3N,TRANQUE DE RELAVE,Atacama,Copiapó,ACTIVO,-27.4268860000027,-70.3164480359304,462.1,400.0,1,1,1,1
0100-3N,TRANQUE DE RELAVE,Atacama,Tierra Amarilla,INACTIVO,-27.4374390778208,-70.2713238505027,254.3,91.7,1,1,1,1
0101-3N,MARIA ISABEL 1,Atacama,Tierra Amarilla,INACTIVO,-27.4487162121733,-70.2707066584492,193.3,662.8,1,1,1,1
0102-3N,MARIA ISABEL 2,Atacama,Tierra Amarilla,INACTIVO,-27.4490577974017,-70.2705981767417,182.6,628.3,1,1,1,1
0103-3N,MARIA ISABEL 3,Atacama,Tierra Amarilla,INACTIVO,-27.4493168851424,-70.2706551012137,188.2,599.1,1,1,1,1
0104-3N,RAPELINA,Atacama,Copiapó,ACTIVO,-27.3926664924174,-70.3420615532386,262.5,513.9,1,1,1,1
0105-3N,TRANQUE 1,Atacama,Copiapó,INACTIVO,-27.4162350071985,-70.3176341335579,103.1,531.0,1,1,1,1
0106-3N,TRANQUE 2,Atacama,Copiapó,INACTIVO,-27.4172452730571,-70.3198296161068,190.4,495.6,1,1,1,1
0107-3N,TRANQUE 3,Atacama,Copiapó,INACTIVO,-27.4166372115481,-70.3245208165072,616.3,476.8,1,1,1,1
0108-3N,TRANQUE 4,Atacama,Copiapó,ACTIVO,-27.4168309864299,-70.3227486163028,448.5,437.8,1,1,1,1
0109-3N,TRANQUE 5,Atacama,Copiapó,ACTIVO,-27.4153297969039,-70.3232737130299,585.5,291.7,1,1,1,1
0110-3N,DEPOSITO DE RELAVE POZO SECO,Atacama,Vallenar,ABANDONADO,-28.7526279060053,-70.7737116544109,334.5,1312.4,1,1,0,1
0111-3N,FARAH 1-2-3-4-5-6-7,Atacama,Copiapó,INACTIVO,-27.4066315008067,-70.3459956583462,194.5,250.7,1,1,1,1
0112-3N,EMBALSE OP,Atacama,Copiapó,INACTIVO,-27.403430882883,-70.3441857619308,368.7,313.4,1,1,1,1
0113-3N,ARCADIO,Atacama,Copiapó,ACTIVO,-27.4080030258462,-70.3555250402595,266.9,378.3,1,1,1,1
0114-3N,DEPOSITO DE RELAVE LICEO MANUEL MAGALHAES,Atacama,Diego de Almagro,ABANDONADO,-26.3893103692289,-70.0532537295477,951.6,265.1,1,1,1,1
0115-3N,EMBALSE MAYA,Atacama,Copiapó,ABANDONADO,-27.4183826767919,-70.3873684154491,3001.3,2355.3,0,1,0,1
0116-3N,TRANQUE DE RELAVE,Atacama,Copiapó,ABANDONADO,-27.378418077774,-70.2902779214746,1476.6,198.5,0,1,1,1
0117-3N,COBRE NORTE,Atacama,Vallenar,ACTIVO,-28.5481386077935,-70.7370500772125,1507.4,266.9,0,1,1,1
0118-3N,RELAVES CARMEN,Atacama,Vallenar,ABANDONADO,-28.585113933243,-70.7478250136772,28.9,318.2,1,1,1,1
0119-3N,RELAVES CALLEJAS VALLENAR,Atacama,Vallenar,ABANDONADO,-28.5730420191328,-70.7705273265428,13.9,249.8,1,1,1,1
0120-3N,TORINO 1,Atacama,Vallenar,ABANDONADO,-28.5868270871457,-70.7432829778398,69.1,390.5,1,1,1,1
0121-3N,TORINO 2,Atacama,Vallenar,ABANDONADO,-28.58778985105,-70.7421009001792,53.0,327.9,1,1,1,1
0122-3N,SANTA TERESA 1,Atacama,Copiapó,ABANDONADO,-27.3965940696979,-70.346140692367,273.6,100.6,1,1,1,1
0123-3N,SANTA TERESA 2,Atacama,Copiapó,ABANDONADO,-27.3965840286783,-70.3456892264198,241.1,142.6,1,1,1,1
0124-3N,SANTA TERESA 3,Atacama,Copiapó,ABANDONADO,-27.3965682139104,-70.3453259879994,215.5,177.2,1,1,1,1
0125-3N,SANTA TERESA 4,Atacama,Copiapó,ABANDONADO,-27.3962176185011,-70.3449729166427,215.3,208.6,1,1,1,1
0126-3N,MONSERRAT,Atacama,Copiapó,ABANDONADO,-27.4115123926343,-70.3588408691009,131.1,372.3,1,1,1,1
0127-3N,AMOLANAS I,Atacama,Tierra Amarilla,INACTIVO,-28.0702790457327,-70.0357566847602,434.6,11348.4,1,1,0,0
0128-3N,AMOLANAS II,Atacama,Tierra Amarilla,ACTIVO,-28.0644850482745,-70.0357319760724,30.4,10730.9,1,1,0,0
0129-3N,EL GATO,Atacama,Copiapó,INACTIVO,-27.3762528344425,-70.2661276366533,1802.5,436.9,0,1,1,1
0130-3N,FILTRADO EL GATO,Atacama,Copiapó,ACTIVO,-27.3834409388864,-70.2612602830261,1128.9,492.5,0,1,1,1
0131-3N,EMBALSE DE RELAVE,Atacama,Copiapó,ELIMINADO,-27.4080373571223,-70.3563072565425,263.1,392.0,1,1,1,1
0132-3N,EMBALSE,Atacama,Diego de Almagro,ACTIVO,-26.7503292775552,-69.9017243890047,1080.3,40584.6,0,1,0,0
0133-3N,CANDELARIA 1,Atacama,Copiapó,ABANDONADO,-27.4251307510671,-70.3152796706359,421.3,455.0,1,1,1,1
0134-3N,CANDELARIA 2,Atacama,Copiapó,ABANDONADO,-27.4246592697566,-70.3150778540282,410.8,399.2,1,1,1,1
0135-3N,CANDELARIA 3,Atacama,Copiapó,ABANDONADO,-27.4243924309096,-70.3159260734598,323.2,408.7,1,1,1,1
0136-3N,ANDREA,Atacama,Copiapó,ABANDONADO,-27.3788716360132,-70.2905689373007,1431.8,196.3,0,1,1,1
0137-3N,RAHCO,Atacama,Copiapó,ACTIVO,-26.8297740512222,-69.2817642356415,1084.7,,0,1,0,0
0138-3N,RAKITO,Atacama,Copiapó,INACTIVO,-26.8368910439144,-69.2802789096918,297.7,,1,1,0,0
0139-3N,EMBALSE CORONA,Atacama,Copiapó,ACTIVO,-27.3907708985543,-70.3378280412377,90.2,328.5,1,1,1,1
0140-3N,CORONA,Atacama,Copiapó,INACTIVO,-27.3911149337763,-70.3369138676889,2.5,397.5,1,1,1,1
0141-3N,PUERTO RICO 0-1-2,Atacama,Copiapó,INACTIVO,-27.3897602979675,-70.3428888985387,537.6,457.1,1,1,1,1
0142-3N,DEPOSITO 1,Atacama,Copiapó,INACTIVO,-27.4142273562852,-70.3559073267889,1.0,152.9,1,1,1,1
0143-3N,DEPOSITO 2,Atacama,Copiapó,ACTIVO,-27.4142294614702,-70.356503506036,44.8,180.6,1,1,1,1
0144-3N,ESTANQUE IMPERMEABILIZADO,Atacama,Copiapó,INACTIVO,-27.4147073315603,-70.3561686999971,8.0,211.5,1,1,1,1
0145-3N,SAN JOAQUIN 1,Atacama,Tierra Amarilla,INACTIVO,-27.4432568927592,-70.2716305129473,284.6,592.2,1,1,1,1
0146-3N,SAN JOAQUIN 2,Atacama,Tierra Amarilla,INACTIVO,-27.4428859980366,-70.2726512043847,385.4,552.4,1,1,1,1
0147-3N,SAN JOAQUIN 3,Atacama,Tierra Amarilla,INACTIVO,-27.4429342688706,-70.2720711555354,328.1,554.9,1,1,1,1
0148-3N,FALDA VERDE,Atacama,Chañaral,INACTIVO,-26.3204959530994,-70.6055213505637,1685.1,84.0,0,1,1,1
0149-3N,FALDA VERDE 2,Atacama,Chañaral,INACTIVO,-26.3192244214418,-70.6090665172851,1921.2,427.5,0,1,1,1
0150-3N,FALDA VERDE 2-3,Atacama,Chañaral,INACTIVO,-26.3201030983986,-70.6070758004959,1765.0,208.5,0,1,1,1
0151-3N,TRANQUE DE RELAVE 1,Atacama,Tierra Amarilla,ACTIVO,-27.56367671037,-70.2431396201209,561.0,923.4,1,1,1,1
0152-3N,TRANQUE DE RELAVE 3,Atacama,Tierra Amarilla,ABANDONADO,-27.572455388765,-70.2329564210393,409.7,283.9,1,1,1,1
0153-3N,SECTOR 5,Atacama,Tierra Amarilla,ACTIVO,-27.5638367410871,-70.201210920576,9.3,2996.4,1,1,0,1
0154-3N,ELISA DE BORDOS 1,Atacama,Tierra Amarilla,INACTIVO,-27.718842068761,-70.1890545682009,462.7,14318.2,1,1,0,0
0155-3N,ELISA DE BORDOS 2,Atacama,Tierra Amarilla,INACTIVO,-27.7168013432162,-70.1890438413455,511.4,14511.2,1,1,0,0
0156-3N,TRANQUE DE RELAVE,Atacama,Tierra Amarilla,INACTIVO,-27.7179662059162,-70.1858572997405,782.6,14241.4,1,1,0,0
0157-3N,CANDELARIA,Atacama,Tierra Amarilla,INACTIVO,-27.5060632295066,-70.3112554832461,2139.9,1775.4,0,1,0,1
0158-3N,SAN ESTEBAN 1 PRINCIPAL,Atacama,Tierra Amarilla,ABANDONADO,-27.4854779093723,-70.2932220940011,6.8,787.4,1,1,1,1
0159-3N,SAN ESTEBAN 1 SECUNDARIO,Atacama,Tierra Amarilla,ABANDONADO,-27.4849708551697,-70.290013900426,49.3,608.7,1,1,1,1
0160-3N,SAN ESTEBAN 2,Atacama,Tierra Amarilla,ELIMINADO,-27.4889152822787,-70.294318662575,386.9,1169.3,1,1,0,1
0161-3N,LOS DIQUES,Atacama,Tierra Amarilla,ACTIVO,-27.5363842025583,-70.3225302243373,810.7,1147.5,1,1,0,1
0162-3N,OJANCOS 1,Atacama,Copiapó,ABANDONADO,-27.3673484751454,-70.3454562672925,305.8,460.4,1,1,1,1
0163-3N,OJANCOS 2,Atacama,Copiapó,ABANDONADO,-27.3659158959424,-70.3499250409557,246.2,434.7,1,1,1,1
0164-3N,DEPOSITO DE RELAVE 3,Atacama,Copiapó,ABANDONADO,-27.3530231016268,-70.3620222475664,586.5,242.7,1,1,1,1
0165-3N,DEPOSITO DE RELAVE 4,Atacama,Copiapó,ABANDONADO,-27.3537117831833,-70.3720761518122,58.1,96.3,1,1,1,1
0166-3N,TRANQUE DE RELAVE,Atacama,Copiapó,ABANDONADO,-27.366288137881,-70.3434362873091,188.5,518.6,1,1,1,1
0167-3N,BODEGA ALTO ,Atacama,Copiapó,ABANDONADO,-27.3523791275332,-70.3697659918977,210.4,334.5,1,1,1,1
0168-3N,EMBALSE DE RELAVES,Atacama,Copiapó,ABANDONADO,-27.4177599437115,-70.3134915445463,314.5,386.7,1,1,1,1
